UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
1825,L49004,L,298.1,307.5,1391,57.4,161.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-10-06"", ""all_passed"": true}"
1826,M16685,M,298.0,307.5,1784,27.8,163.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-08-12"", ""all_passed"": true}"
1827,H31240,H,297.8,307.3,1516,40.1,166.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-08-13"", ""all_passed"": true}"
1831,L49010,L,297.8,307.3,1859,24.0,178.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-03-24"", ""all_passed"": true}"
1832,M16691,M,297.8,307.3,1315,54.0,180.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-11-14"", ""all_passed"": true}"
1833,M16692,M,297.8,307.4,1330,51.7,183.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-01-04"", ""all_passed"": false}"
1834,L49013,L,297.8,307.3,1327,61.0,186.0,1,Overstrain Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-08-03"", ""all_passed"": true}"
1836,H31249,H,297.8,307.3,1555,35.8,190.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-04-28"", ""all_passed"": true}"
1839,M16698,M,297.8,307.2,1456,39.6,199.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-11-20"", ""all_passed"": true}"
1840,L49019,L,297.7,307.1,1715,30.2,0.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Keller"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-11-02"", ""all_passed"": true}"
1861,L49040,L,297.8,307.6,1607,30.3,62.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-03-30"", ""all_passed"": true}"
1865,L49044,L,297.9,307.7,1546,37.6,72.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-01-05"", ""all_passed"": true}"
1870,M16729,M,298.3,308.1,1630,32.7,83.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-10-21"", ""all_passed"": true}"
1874,L49053,L,298.4,308.1,1367,57.8,92.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-12-27"", ""all_passed"": true}"
1878,M16737,M,298.2,307.8,1566,33.8,100.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-05-29"", ""all_passed"": true}"
1883,M16742,M,298.0,307.6,1581,43.4,113.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-08-22"", ""all_passed"": true}"
1885,M16744,M,298.0,307.6,1792,26.0,119.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-09-21"", ""all_passed"": true}"
1892,L49071,L,297.7,307.4,1764,29.0,139.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-07-13"", ""all_passed"": true}"
1897,L49076,L,297.9,307.5,1574,35.8,153.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-06-11"", ""all_passed"": true}"
1901,H31314,H,297.9,307.6,1493,36.0,161.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-02-24"", ""all_passed"": true}"
1904,L49083,L,297.9,307.6,1968,20.4,171.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-07-24"", ""all_passed"": true}"
1911,H31324,H,298.0,307.7,1547,36.8,186.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-12-18"", ""all_passed"": true}"
1914,M16773,M,298.0,307.8,1492,40.2,197.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-04-13"", ""all_passed"": true}"
1926,L49105,L,297.9,307.7,1537,37.7,15.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-06-03"", ""all_passed"": true}"
1928,H31341,H,298.0,307.8,1314,47.8,19.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-04-23"", ""all_passed"": true}"
1933,M16792,M,298.1,308.0,1686,29.3,35.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-12-25"", ""all_passed"": true}"
1939,L49118,L,298.1,307.9,1517,40.8,50.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-10-19"", ""all_passed"": true}"
1952,L49131,L,298.0,307.8,1839,22.7,79.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-07-01"", ""all_passed"": false}"
1955,L49134,L,297.9,307.8,1459,46.9,85.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-03-06"", ""all_passed"": true}"
1957,M16816,M,297.9,307.7,1364,46.8,89.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-14"", ""all_passed"": true}"
1961,L49140,L,297.8,307.6,1446,51.4,105.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-06-30"", ""all_passed"": true}"
1969,L49148,L,298.0,307.6,1281,50.8,122.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-06-03"", ""all_passed"": true}"
1970,H31383,H,297.8,307.5,1631,31.3,124.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""day"", ""date"": ""2024-09-11"", ""all_passed"": true}"
1973,L49152,L,297.9,307.6,1612,30.7,134.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-24"", ""all_passed"": true}"
1974,L49153,L,297.9,307.6,1747,25.3,136.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-05-24"", ""all_passed"": true}"
1975,L49154,L,298.0,307.6,1450,48.7,138.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-02-07"", ""all_passed"": true}"
1977,M16836,M,298.1,307.7,1419,47.4,142.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-01-07"", ""all_passed"": true}"
1980,H31393,H,298.0,307.6,1420,,150.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-02-07"", ""all_passed"": true}"
1982,L49161,L,298.0,307.6,1385,45.0,158.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-11-02"", ""all_passed"": true}"
1989,H31402,H,298.3,307.9,1420,39.2,176.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-03-06"", ""all_passed"": false}"
1991,L49170,L,298.2,307.8,1423,48.1,183.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-19"", ""all_passed"": true}"
1996,L49175,L,298.3,308.0,1451,47.1,196.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-04-03"", ""all_passed"": true}"
2010,M16869,M,298.6,308.3,1717,28.7,29.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-12-19"", ""all_passed"": true}"
2016,L49195,L,298.5,308.2,1301,66.3,42.0,1,Power Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-11-25"", ""all_passed"": true}"
2029,M16888,M,298.7,308.3,1349,46.6,74.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-22"", ""all_passed"": true}"
2031,L49210,L,298.9,308.6,1400,49.5,79.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-01-25"", ""all_passed"": false}"
2038,H31451,H,299.0,308.7,1940,19.9,98.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-04-20"", ""all_passed"": true}"
2040,M16899,M,299.0,308.9,1449,39.6,105.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-04-16"", ""all_passed"": true}"
2044,M16903,M,299.2,309.0,1597,30.3,115.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-05-26"", ""all_passed"": true}"
2052,M16911,M,299.4,309.2,1470,44.4,135.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-28"", ""all_passed"": true}"
2069,M16928,M,299.7,309.6,1534,39.1,176.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-05-18"", ""all_passed"": true}"
2076,L49255,L,299.5,309.4,1390,58.8,195.0,1,Overstrain Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-09-22"", ""all_passed"": true}"
2077,L49256,L,299.4,309.3,1544,36.0,197.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-12-27"", ""all_passed"": true}"
2079,M16938,M,299.4,309.3,1692,28.4,201.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-03-18"", ""all_passed"": true}"
2080,M16939,M,299.3,309.3,1523,37.9,204.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-11-28"", ""all_passed"": true}"
2085,L49264,L,299.5,309.3,1442,46.2,5.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-25"", ""all_passed"": true}"
2100,L49279,L,299.4,309.3,1596,31.8,40.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-07-08"", ""all_passed"": true}"
2104,M16963,M,299.3,309.1,1376,46.7,49.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-02-12"", ""all_passed"": true}"
2107,L49286,L,299.4,309.1,1645,28.6,57.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""night"", ""date"": ""2024-07-01"", ""all_passed"": false}"
2108,M16967,M,299.4,309.1,1417,47.3,59.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-01"", ""all_passed"": true}"
2109,H31522,H,299.4,309.0,1415,51.7,62.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-22"", ""all_passed"": true}"
2112,L49291,L,299.4,309.0,1436,47.9,75.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-11-21"", ""all_passed"": true}"
2113,L49292,L,299.5,309.1,1852,22.6,77.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-07-21"", ""all_passed"": true}"
2115,H31528,H,299.4,309.1,1373,44.1,81.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-03-25"", ""all_passed"": true}"
2118,H31531,H,299.4,308.9,1762,29.3,91.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-12-07"", ""all_passed"": true}"
2121,H31534,H,299.2,308.8,1908,21.3,104.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-10-03"", ""all_passed"": true}"
2122,M16981,M,299.2,308.8,1503,37.4,109.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-10-26"", ""all_passed"": true}"
2126,L49305,L,299.3,308.9,1258,69.4,119.0,1,Power Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-05-19"", ""all_passed"": true}"
2130,H31543,H,299.4,309.0,1607,33.7,130.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-12-03"", ""all_passed"": true}"
2139,L49318,L,299.3,309.0,1734,30.6,154.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-12-28"", ""all_passed"": true}"
2141,L49320,L,299.3,309.0,1419,46.6,158.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Jensen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-10-10"", ""all_passed"": true}"
2144,M17003,M,299.3,308.8,1442,49.0,165.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-12-04"", ""all_passed"": true}"
2148,L49327,L,299.4,308.9,1550,33.7,174.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-11-14"", ""all_passed"": true}"
2152,M17011,M,299.3,308.7,1289,51.5,185.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-12-14"", ""all_passed"": false}"
2156,L49335,L,299.3,308.8,1341,47.7,199.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-10-16"", ""all_passed"": true}"
2170,L49349,L,299.5,309.1,1415,49.2,8.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-11-15"", ""all_passed"": true}"
2186,L49365,L,299.8,309.4,1630,32.4,53.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-11-19"", ""all_passed"": true}"
2190,H31603,H,299.7,309.2,1554,41.6,62.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-12-26"", ""all_passed"": true}"
2196,L49375,L,299.6,308.9,1613,30.8,80.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-10"", ""all_passed"": true}"
2199,M17058,M,299.7,308.9,1478,41.0,87.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-06-04"", ""all_passed"": true}"
2205,M17064,M,299.7,309.1,1352,46.1,102.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-04-27"", ""all_passed"": true}"
2209,H31622,H,299.8,309.2,1435,42.6,111.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-09-25"", ""all_passed"": true}"
2212,M17071,M,299.6,309.0,1245,64.0,120.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-07-29"", ""all_passed"": false}"
2219,L49398,L,299.7,309.1,1713,33.5,141.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-08"", ""all_passed"": false}"
2223,L49402,L,299.7,309.0,1605,33.0,151.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-07-08"", ""all_passed"": true}"
2227,M17086,M,299.6,308.9,1685,27.8,161.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-04-04"", ""all_passed"": true}"
2229,H31642,H,299.4,308.6,1542,41.8,166.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-05-23"", ""all_passed"": true}"
2231,L49410,L,299.5,308.7,1446,45.7,173.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-09-15"", ""all_passed"": true}"
2235,L49414,L,299.4,308.6,1492,40.5,181.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-03-06"", ""all_passed"": true}"
2244,L49423,L,299.2,308.4,1465,35.0,201.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-08-16"", ""all_passed"": false}"
2252,H31665,H,299.1,308.3,1424,43.4,16.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-13"", ""all_passed"": true}"
2257,L49436,L,299.1,308.3,1489,38.1,32.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-11-22"", ""all_passed"": true}"
2258,L49437,L,299.1,308.3,1892,25.2,34.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Jensen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-03-31"", ""all_passed"": true}"
2264,M17123,M,299.2,308.4,1529,43.0,50.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-07-28"", ""all_passed"": true}"
2280,L49459,L,299.4,308.7,1525,39.0,90.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-05-29"", ""all_passed"": true}"
2281,L49460,L,299.4,308.8,1390,57.0,92.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-05-14"", ""all_passed"": true}"
2283,L49462,L,299.4,308.7,1459,47.6,96.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-10-08"", ""all_passed"": false}"
2296,L49475,L,299.4,308.7,1512,37.2,126.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen""], ""shift"": ""night"", ""date"": ""2024-11-08"", ""all_passed"": true}"
2303,L49482,L,299.2,308.5,1515,39.8,141.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-09-24"", ""all_passed"": true}"
2307,L49486,L,299.1,308.6,1260,57.8,152.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-03-18"", ""all_passed"": true}"
2308,H31721,H,299.0,308.5,1623,33.5,154.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-07-18"", ""all_passed"": true}"
2314,M17173,M,299.1,308.8,1725,26.6,172.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-12-27"", ""all_passed"": true}"
2318,L49497,L,299.2,308.8,1605,31.1,181.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""night"", ""date"": ""2024-03-20"", ""all_passed"": true}"
2321,H31734,H,299.2,308.8,1440,39.1,188.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-04-15"", ""all_passed"": true}"
2322,M17181,M,299.2,308.8,1314,52.5,193.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-05-22"", ""all_passed"": true}"
2328,M17187,M,299.3,308.7,1420,50.3,208.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-04-04"", ""all_passed"": false}"
2334,L49513,L,299.2,308.5,1445,45.2,222.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-12-08"", ""all_passed"": true}"
2336,L49515,L,299.2,308.4,1509,39.4,0.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-06-07"", ""all_passed"": true}"
2353,M17212,M,299.3,308.5,1422,45.4,37.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-01-07"", ""all_passed"": true}"
2361,H31774,H,299.2,308.4,1388,53.2,59.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-03-06"", ""all_passed"": true}"
2364,L49543,L,299.3,308.5,1510,45.4,72.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-04-21"", ""all_passed"": true}"
2365,L49544,L,299.2,308.5,1366,49.7,74.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-08-18"", ""all_passed"": false}"
2367,L49546,L,299.3,308.5,1485,44.7,78.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-11-25"", ""all_passed"": true}"
2373,M17232,M,299.3,308.5,1404,49.4,93.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-11-19"", ""all_passed"": true}"
2374,L49553,L,299.2,308.4,1350,51.3,96.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-11-23"", ""all_passed"": true}"
